Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Cost,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1002,4/11/2023,Bob,North,1942.75,21,Food,914.22,914.22,Returning,0.14,Cash,Online,North-Bob
1053,12/12/2023,Alice,South,3382.49,47,Electronics,3551.76,3551.76,Returning,0.15,Bank Transfer,Retail,South-Alice
1044,4/20/2023,Charlie,West,8564.8,34,Food,3573.3,3573.3,Returning,0.01,Credit Card,Online,West-Charlie
1090,7/1/2023,David,North,2150.05,31,Furniture,4496.86,4496.86,New,0.06,Cash,Retail,North-David
1032,11/9/2023,Bob,East,804.47,25,Electronics,2934.3,2934.3,Returning,0.25,Credit Card,Retail,East-Bob
1070,1/1/2023,Eve,South,783.18,12,Furniture,664.33,664.33,Returning,0.25,Bank Transfer,Retail,South-Eve
1032,11/15/2023,Alice,West,9413.77,1,Food,651,651,Returning,0.09,Bank Transfer,Retail,West-Alice
1068,2/24/2023,Bob,North,5118.51,22,Clothing,3619.61,3619.61,Returning,0.26,Bank Transfer,Online,North-Bob
1055,5/29/2023,Eve,North,4153.18,40,Furniture,959.73,959.73,New,0.23,Bank Transfer,Online,North-Eve
1075,11/5/2023,Bob,East,8127.7,37,Food,1675.51,1675.51,New,0.13,Bank Transfer,Online,East-Bob
1056,5/17/2023,David,West,8374.68,47,Furniture,2461.7,2461.7,Returning,0.22,Cash,Retail,West-David
1017,7/21/2023,David,East,3388.69,1,Food,172.59,172.59,Returning,0.29,Bank Transfer,Online,East-David
1038,11/9/2023,David,East,6966.82,1,Food,1281.65,1281.65,Returning,0.14,Credit Card,Online,East-David
1024,4/27/2023,Alice,West,7734.12,42,Food,2069.05,2069.05,Returning,0.07,Cash,Online,West-Alice
1069,6/3/2023,David,West,6581.04,42,Clothing,1434.2,1434.2,New,0.28,Credit Card,Retail,West-David
1098,10/18/2023,Eve,West,1600.79,21,Furniture,725.03,725.03,New,0.18,Bank Transfer,Online,West-Eve
1070,3/4/2023,Bob,South,8771.24,15,Electronics,3653.66,3653.66,New,0.03,Credit Card,Retail,South-Bob
1086,9/1/2023,Charlie,West,5437.04,17,Electronics,4075.08,4075.08,New,0.17,Cash,Online,West-Charlie
1011,1/25/2023,Eve,North,2896.48,22,Electronics,1324.52,1324.52,Returning,0.15,Cash,Retail,North-Eve
1016,3/31/2023,Eve,East,4309.76,38,Electronics,3883.38,3883.38,Returning,0.26,Cash,Online,East-Eve
1097,3/16/2023,David,South,471.95,35,Food,1958.49,1958.49,New,0.16,Credit Card,Online,South-David
1073,10/21/2023,Alice,West,1365.88,45,Furniture,2558.09,2558.09,New,0.08,Cash,Online,West-Alice
1059,7/29/2023,Bob,South,7678.91,16,Furniture,4287.21,4287.21,Returning,0.2,Credit Card,Retail,South-Bob
1070,12/13/2023,Alice,West,100.12,8,Clothing,3762.27,3762.27,Returning,0.16,Bank Transfer,Online,West-Alice
1080,1/17/2023,Bob,South,4224,47,Furniture,4035.33,4035.33,Returning,0.07,Bank Transfer,Online,South-Bob
1093,5/8/2023,Bob,East,5272.85,17,Furniture,727.38,727.38,Returning,0.17,Credit Card,Retail,East-Bob
1003,12/30/2023,Alice,East,640.88,17,Furniture,395.11,395.11,Returning,0.25,Cash,Retail,East-Alice
1020,9/8/2023,Eve,North,9733.47,26,Clothing,4472.35,4472.35,New,0.01,Credit Card,Retail,North-Eve
1059,6/28/2023,Bob,North,2338.64,13,Electronics,1969.78,1969.78,New,0.19,Credit Card,Retail,North-Bob
1036,7/1/2023,Alice,West,3111.57,17,Furniture,1475,1475,Returning,0.1,Credit Card,Online,West-Alice
1019,6/1/2023,Bob,East,3109.03,38,Clothing,3637.25,3637.25,Returning,0.09,Bank Transfer,Online,East-Bob
1090,1/25/2023,Charlie,South,2381.12,17,Clothing,4190.26,4190.26,New,0.12,Credit Card,Retail,South-Charlie
1067,6/29/2023,Eve,South,114.59,48,Food,4319.32,4319.32,Returning,0.1,Bank Transfer,Online,South-Eve
1019,7/17/2023,David,South,7320.51,14,Clothing,1614.19,1614.19,New,0.25,Credit Card,Retail,South-David
1020,12/10/2023,Bob,North,9671.77,45,Electronics,4268.45,4268.45,New,0.08,Bank Transfer,Online,North-Bob
1096,6/10/2023,Charlie,South,2320.51,6,Furniture,252.62,252.62,New,0.22,Credit Card,Retail,South-Charlie
1071,6/26/2023,David,North,6664.17,35,Clothing,295.82,295.82,New,0.03,Credit Card,Online,North-David
1052,10/12/2023,David,North,7444.77,46,Electronics,3136.42,3136.42,Returning,0.29,Cash,Retail,North-David
1033,3/4/2023,Bob,West,8499.41,14,Clothing,362.38,362.38,Returning,0.19,Cash,Retail,West-Bob
1040,5/30/2023,Alice,South,4284.03,47,Clothing,1656.82,1656.82,New,0.21,Credit Card,Online,South-Alice
1039,6/3/2023,Bob,South,3099.02,8,Clothing,3380.14,3380.14,Returning,0.09,Credit Card,Online,South-Bob
1082,6/5/2023,Charlie,East,3320.42,15,Clothing,1719.47,1719.47,Returning,0.12,Credit Card,Online,East-Charlie
1001,2/18/2023,David,West,7154.95,27,Clothing,939.02,939.02,Returning,0.07,Credit Card,Retail,West-David
1011,12/3/2023,Bob,East,8186.12,13,Electronics,1442.69,1442.69,Returning,0.28,Cash,Online,East-Bob
1092,3/25/2023,Alice,West,1897.98,49,Furniture,2315,2315,New,0.15,Bank Transfer,Retail,West-Alice
1057,12/27/2023,Bob,South,3772.32,31,Furniture,2403.16,2403.16,Returning,0.19,Credit Card,Online,South-Bob
1089,6/26/2023,Eve,North,9029.21,35,Furniture,3925.85,3925.85,New,0.22,Cash,Online,North-Eve
1050,5/28/2023,Alice,North,8086.27,6,Furniture,3763.26,3763.26,New,0.11,Credit Card,Retail,North-Alice
1023,4/28/2023,Charlie,North,9850.1,5,Electronics,2311.25,2311.25,Returning,0.22,Credit Card,Retail,North-Charlie
1031,12/8/2023,David,North,7567.06,22,Food,4236.05,4236.05,New,0.2,Bank Transfer,Online,North-David
1094,3/4/2023,Bob,North,3992.63,49,Food,615.47,615.47,Returning,0.21,Credit Card,Retail,North-Bob
1042,7/8/2023,Alice,East,5947.31,23,Electronics,1314,1314,Returning,0.15,Credit Card,Retail,East-Alice
1099,12/26/2023,Eve,West,6644.04,25,Electronics,4148.48,4148.48,New,0.11,Bank Transfer,Online,West-Eve
1007,2/18/2023,Alice,South,876.71,34,Clothing,1921.07,1921.07,Returning,0.07,Bank Transfer,Retail,South-Alice
1016,11/23/2023,Eve,East,5490.52,26,Clothing,4906.85,4906.85,New,0.25,Bank Transfer,Online,East-Eve
1090,9/14/2023,Charlie,West,7122.28,47,Clothing,2357.95,2357.95,New,0.18,Bank Transfer,Online,West-Charlie
1060,8/12/2023,David,North,1756.48,5,Furniture,3970.08,3970.08,Returning,0.13,Cash,Retail,North-David
1002,5/21/2023,Charlie,West,7828.25,26,Clothing,2041.42,2041.42,Returning,0.28,Cash,Online,West-Charlie
1001,8/3/2023,Bob,West,5879.35,20,Food,2153.52,2153.52,Returning,0.01,Cash,Retail,West-Bob
1048,7/30/2023,Alice,North,9527,6,Furniture,1945.27,1945.27,New,0.26,Credit Card,Online,North-Alice
1012,11/14/2023,Eve,North,519.98,6,Clothing,3609.42,3609.42,Returning,0.3,Bank Transfer,Retail,North-Eve
1069,2/1/2023,Eve,North,2726.73,18,Furniture,2760.21,2760.21,New,0.27,Bank Transfer,Retail,North-Eve
1037,6/7/2023,Alice,South,6055.38,4,Food,4721.7,4721.7,New,0.24,Cash,Retail,South-Alice
1032,10/12/2023,Alice,North,3035.94,17,Clothing,1291.91,1291.91,Returning,0.11,Credit Card,Retail,North-Alice
1009,11/1/2023,Bob,South,7172.8,14,Food,547.79,547.79,Returning,0.07,Credit Card,Retail,South-Bob
1099,10/13/2023,Charlie,North,7614.15,14,Food,1996.64,1996.64,Returning,0.22,Credit Card,Online,North-Charlie
1019,5/24/2023,Eve,South,1114.91,13,Food,3102.73,3102.73,New,0.09,Cash,Online,South-Eve
1048,1/19/2023,Bob,West,5187.16,7,Clothing,4310.95,4310.95,Returning,0.05,Credit Card,Retail,West-Bob
1080,1/18/2023,Charlie,East,5138.02,44,Electronics,1763.67,1763.67,New,0.24,Credit Card,Online,East-Charlie
1003,9/14/2023,Bob,West,3755.88,15,Clothing,3286.24,3286.24,Returning,0.09,Credit Card,Retail,West-Bob
1020,3/19/2023,Eve,West,9335.96,19,Food,1783.48,1783.48,Returning,0.27,Bank Transfer,Retail,West-Eve
1024,6/24/2023,Alice,North,8292.31,43,Clothing,3105.24,3105.24,New,0.25,Cash,Online,North-Alice
1054,7/13/2023,Alice,South,7002.37,47,Food,4429.8,4429.8,New,0.25,Bank Transfer,Online,South-Alice
1033,4/23/2023,Charlie,East,7171.83,44,Electronics,1195.22,1195.22,Returning,0.23,Bank Transfer,Retail,East-Charlie
1024,4/24/2023,David,North,4670.99,35,Furniture,2051,2051,Returning,0.26,Cash,Retail,North-David
1075,8/10/2023,Charlie,North,9217.85,17,Electronics,4966.66,4966.66,Returning,0.24,Bank Transfer,Retail,North-Charlie
1072,6/15/2023,David,North,6976.49,35,Electronics,4349.36,4349.36,Returning,0.18,Credit Card,Retail,North-David
1036,11/15/2023,Bob,West,7316.91,19,Furniture,2844.97,2844.97,Returning,0.09,Credit Card,Retail,West-Bob
1038,5/12/2023,Bob,South,8630.74,20,Clothing,2607.31,2607.31,New,0.27,Credit Card,Retail,South-Bob
1084,9/21/2023,Eve,South,2813.31,36,Furniture,1458.77,1458.77,New,0.25,Credit Card,Online,South-Eve
1099,2/24/2023,David,East,8090,35,Clothing,2610.19,2610.19,New,0.14,Cash,Retail,East-David
1089,12/25/2023,Eve,South,2032.88,32,Clothing,4248.5,4248.5,New,0.01,Bank Transfer,Retail,South-Eve
1099,5/11/2023,Alice,South,3518.89,48,Food,3441.61,3441.61,Returning,0.19,Bank Transfer,Online,South-Alice
1025,10/15/2023,David,North,3422.54,44,Food,1485.72,1485.72,New,0.02,Credit Card,Retail,North-David
1093,9/23/2023,Charlie,North,9787.4,40,Furniture,1047.25,1047.25,New,0.28,Credit Card,Retail,North-Charlie
1018,1/1/2024,Alice,West,8579.72,24,Electronics,1362.78,1362.78,New,0.29,Bank Transfer,Online,West-Alice
1082,6/11/2023,Alice,North,7041.58,17,Furniture,890.31,890.31,Returning,0.06,Cash,Retail,North-Alice
1066,3/28/2023,Charlie,North,7297.86,7,Clothing,523.42,523.42,New,0.2,Bank Transfer,Online,North-Charlie
1054,2/24/2023,Alice,North,5664.52,43,Food,2124.72,2124.72,Returning,0.03,Credit Card,Retail,North-Alice
1035,10/15/2023,David,North,9476.2,1,Furniture,610.83,610.83,New,0.22,Credit Card,Online,North-David
1080,6/27/2023,Eve,West,5012.96,35,Furniture,900.97,900.97,Returning,0.1,Cash,Online,West-Eve
1061,12/15/2023,Alice,North,3867.13,32,Food,2759.26,2759.26,New,0.2,Bank Transfer,Online,North-Alice
1041,1/8/2023,David,East,1714.05,36,Food,864.77,864.77,Returning,0.11,Cash,Retail,East-David
1100,11/17/2023,Bob,East,7883.44,13,Food,366.2,366.2,New,0.04,Cash,Retail,East-Bob
1033,11/9/2023,David,East,7370.99,6,Clothing,1621.07,1621.07,Returning,0.12,Credit Card,Online,East-David
1068,9/4/2023,Eve,East,3905.11,14,Food,1140.58,1140.58,Returning,0.03,Bank Transfer,Online,East-Eve
1033,11/19/2023,David,North,349.41,37,Electronics,2600.76,2600.76,New,0.17,Credit Card,Retail,North-David
1014,9/12/2023,Charlie,East,8406.07,48,Furniture,556.72,556.72,Returning,0.01,Bank Transfer,Retail,East-Charlie
1021,11/24/2023,Eve,North,213.04,15,Food,3771.27,3771.27,Returning,0.16,Credit Card,Retail,North-Eve
1048,2/23/2023,Bob,West,7066.63,47,Food,4535.86,4535.86,New,0.27,Credit Card,Retail,West-Bob
1020,9/6/2023,Charlie,East,9705.55,4,Clothing,3730,3730,New,0.25,Bank Transfer,Retail,East-Charlie
1008,8/27/2023,David,South,4432.85,40,Clothing,2687.49,2687.49,Returning,0.26,Bank Transfer,Online,South-David
1007,8/17/2023,Eve,East,2426.24,16,Furniture,4310.31,4310.31,New,0.28,Credit Card,Retail,East-Eve
1067,3/8/2023,Bob,East,7078.22,28,Electronics,3489.85,3489.85,New,0.03,Bank Transfer,Online,East-Bob
1017,2/20/2023,Charlie,North,8189.57,16,Furniture,102.23,102.23,New,0.04,Credit Card,Retail,North-Charlie
1033,4/7/2023,Bob,East,5509.66,4,Food,2000.75,2000.75,Returning,0.17,Bank Transfer,Online,East-Bob
1048,4/2/2023,David,South,9673.65,45,Electronics,4262.21,4262.21,Returning,0.27,Credit Card,Online,South-David
1076,9/21/2023,Bob,North,611.52,26,Electronics,1762,1762,Returning,0.29,Credit Card,Retail,North-Bob
1059,10/18/2023,Alice,North,5097.48,28,Electronics,224.32,224.32,Returning,0.01,Credit Card,Online,North-Alice
1086,4/6/2023,Charlie,West,7212.69,32,Electronics,3743.59,3743.59,Returning,0.11,Cash,Online,West-Charlie
1022,3/29/2023,Bob,West,8640.14,45,Furniture,4020.09,4020.09,Returning,0.06,Bank Transfer,Online,West-Bob
1030,3/19/2023,David,East,1874.63,2,Clothing,844.94,844.94,Returning,0.23,Credit Card,Online,East-David
1038,10/15/2023,David,West,8020.03,31,Clothing,2709.84,2709.84,New,0.19,Cash,Retail,West-David
1051,4/30/2023,Bob,West,5571.8,3,Food,1000.18,1000.18,Returning,0.04,Credit Card,Online,West-Bob
1054,10/29/2023,David,West,4025.88,8,Clothing,3610.21,3610.21,Returning,0.15,Cash,Retail,West-David
1008,6/14/2023,Eve,North,1403.98,24,Clothing,1394.17,1394.17,New,0.21,Credit Card,Online,North-Eve
1027,7/1/2023,Eve,North,8666.43,15,Clothing,1615.26,1615.26,New,0.23,Credit Card,Retail,North-Eve
1027,8/11/2023,Eve,North,1657,43,Clothing,4232.61,4232.61,New,0.01,Cash,Retail,North-Eve
1098,11/7/2023,Alice,West,3166.9,31,Food,2407.8,2407.8,Returning,0.27,Cash,Retail,West-Alice
1021,1/7/2023,Bob,North,2971.45,9,Furniture,3365.28,3365.28,New,0.17,Bank Transfer,Online,North-Bob
1030,11/26/2023,Alice,West,8727,39,Electronics,2041.75,2041.75,Returning,0.24,Bank Transfer,Retail,West-Alice
1097,9/20/2023,David,North,6759.76,45,Clothing,1525.13,1525.13,Returning,0.24,Cash,Retail,North-David
1028,6/10/2023,Alice,North,7987.15,2,Furniture,3146.12,3146.12,Returning,0.06,Bank Transfer,Online,North-Alice
1064,5/31/2023,David,South,2579.63,8,Clothing,816.54,816.54,New,0.03,Cash,Retail,South-David
1097,3/26/2023,David,East,6286.25,7,Clothing,1896.35,1896.35,New,0.22,Bank Transfer,Online,East-David
1069,5/27/2023,Charlie,West,5760.29,44,Electronics,1084.73,1084.73,Returning,0.05,Credit Card,Online,West-Charlie
1061,4/22/2023,Eve,South,8345.02,39,Electronics,3494.19,3494.19,Returning,0.25,Bank Transfer,Retail,South-Eve
1048,2/5/2023,David,North,9070.26,42,Electronics,4723.83,4723.83,Returning,0.22,Credit Card,Online,North-David
1019,10/12/2023,Charlie,West,220.35,16,Clothing,4977.78,4977.78,New,0.25,Credit Card,Online,West-Charlie
1004,7/7/2023,Eve,North,6772.8,35,Clothing,2278.87,2278.87,Returning,0.09,Bank Transfer,Online,North-Eve
1035,3/23/2023,David,East,613.17,30,Clothing,1300.03,1300.03,New,0.09,Cash,Retail,East-David
1064,1/2/2023,David,South,5533.7,10,Electronics,2242.01,2242.01,Returning,0.2,Credit Card,Online,South-David
1049,10/30/2023,Alice,East,2947.56,38,Food,4243.98,4243.98,New,0.01,Credit Card,Online,East-Alice
1017,7/16/2023,Alice,South,3137.09,18,Furniture,1069.73,1069.73,Returning,0.22,Bank Transfer,Online,South-Alice
1044,1/11/2023,Eve,North,3594.29,5,Food,4762.87,4762.87,New,0.25,Cash,Retail,North-Eve
1092,8/22/2023,David,East,6250.8,29,Clothing,1742.24,1742.24,New,0.12,Cash,Online,East-David
1030,7/14/2023,Bob,East,3407.09,39,Clothing,4929.73,4929.73,New,0.23,Bank Transfer,Retail,East-Bob
1093,4/29/2023,Alice,North,7353.72,34,Food,4201.11,4201.11,New,0.05,Cash,Online,North-Alice
1046,1/20/2023,Eve,East,4104.82,43,Clothing,4052.42,4052.42,New,0.1,Bank Transfer,Retail,East-Eve
1006,9/18/2023,David,West,776.7,45,Furniture,1623.63,1623.63,New,0.29,Bank Transfer,Retail,West-David
1099,10/20/2023,David,South,7859.22,23,Clothing,93.45,93.45,Returning,0.3,Bank Transfer,Retail,South-David
1037,9/13/2023,Bob,South,2929.01,5,Furniture,1941.56,1941.56,Returning,0.15,Credit Card,Online,South-Bob
1024,8/10/2023,Eve,South,4384.39,30,Food,1543.96,1543.96,Returning,0.28,Credit Card,Online,South-Eve
1093,8/14/2023,David,West,6885.89,6,Food,235.12,235.12,Returning,0.16,Credit Card,Online,West-David
1046,2/22/2023,Alice,South,3391.32,46,Clothing,2551.56,2551.56,New,0.09,Bank Transfer,Retail,South-Alice
1053,12/21/2023,Bob,North,660.2,44,Furniture,2045,2045,Returning,0.08,Credit Card,Online,North-Bob
1095,12/8/2023,Eve,East,3801.82,4,Clothing,3191.05,3191.05,New,0.28,Credit Card,Online,East-Eve
1099,12/30/2023,Bob,West,9450.04,29,Electronics,3124.87,3124.87,New,0.05,Credit Card,Retail,West-Bob
1060,10/7/2023,Alice,South,6453.17,23,Electronics,647.7,647.7,New,0.17,Bank Transfer,Online,South-Alice
1097,3/22/2023,Eve,North,6747.64,6,Electronics,4885.98,4885.98,Returning,0.17,Bank Transfer,Online,North-Eve
1063,7/21/2023,Bob,East,6359.59,32,Electronics,975.31,975.31,New,0.22,Bank Transfer,Retail,East-Bob
1085,6/7/2023,Charlie,East,2070.02,42,Clothing,2254.11,2254.11,Returning,0.15,Credit Card,Retail,East-Charlie
1032,4/30/2023,Alice,West,4241.51,18,Electronics,2466.18,2466.18,Returning,0.08,Cash,Online,West-Alice
1087,2/28/2023,Alice,West,7534.3,15,Furniture,4074.66,4074.66,Returning,0.05,Credit Card,Retail,West-Alice
1033,8/3/2023,Alice,West,1103.59,40,Food,541.19,541.19,Returning,0.19,Credit Card,Online,West-Alice
1067,5/8/2023,Charlie,North,2850.74,32,Food,2171.79,2171.79,Returning,0.22,Bank Transfer,Online,North-Charlie
1018,8/12/2023,Charlie,North,2835.56,9,Electronics,3161.09,3161.09,New,0.17,Bank Transfer,Online,North-Charlie
1025,7/28/2023,David,West,4376.99,37,Electronics,1115.02,1115.02,New,0.22,Credit Card,Online,West-David
1095,4/25/2023,Bob,South,9805.65,10,Electronics,3155.97,3155.97,Returning,0.04,Credit Card,Online,South-Bob
1054,7/28/2023,David,East,768.28,20,Clothing,4622.14,4622.14,New,0.26,Cash,Retail,East-David
1058,1/14/2023,Bob,East,5235.14,6,Food,4987.71,4987.71,Returning,0.17,Cash,Retail,East-Bob
1067,1/9/2023,Charlie,North,1875.71,48,Electronics,210.63,210.63,New,0.04,Bank Transfer,Online,North-Charlie
1046,2/9/2023,Charlie,East,9709.7,3,Furniture,1216.16,1216.16,New,0.14,Cash,Retail,East-Charlie
1024,8/25/2023,David,South,1221.7,42,Electronics,1586.02,1586.02,New,0.25,Cash,Retail,South-David
1032,10/8/2023,Eve,East,4095.65,11,Food,2025.67,2025.67,New,0.27,Bank Transfer,Online,East-Eve
1047,12/25/2023,David,North,7405.06,43,Electronics,1249.17,1249.17,New,0.08,Cash,Retail,North-David
1086,7/20/2023,Bob,North,7075.09,17,Food,1057.27,1057.27,New,0.21,Credit Card,Retail,North-Bob
1023,9/3/2023,David,South,4285.01,32,Electronics,4775.04,4775.04,New,0.03,Cash,Online,South-David
1066,10/5/2023,Alice,South,3530.59,4,Furniture,4596.68,4596.68,New,0.01,Bank Transfer,Online,South-Alice
1027,8/23/2023,Bob,East,4036.36,4,Electronics,282.61,282.61,New,0.17,Credit Card,Online,East-Bob
1002,1/4/2023,Bob,East,2716.34,17,Furniture,1727.12,1727.12,New,0.21,Cash,Online,East-Bob
1090,6/3/2023,Eve,North,2132.8,41,Furniture,2055.49,2055.49,New,0.24,Credit Card,Online,North-Eve
1017,1/29/2023,Charlie,South,4882.09,19,Electronics,1233.12,1233.12,New,0.1,Credit Card,Online,South-Charlie
1033,4/19/2023,Bob,South,2758.48,5,Furniture,3162.92,3162.92,New,0,Cash,Online,South-Bob
1009,4/8/2023,Charlie,South,2945.87,32,Clothing,3219.88,3219.88,Returning,0.14,Cash,Retail,South-Charlie
1043,8/3/2023,David,East,6601.89,22,Electronics,4260,4260,New,0,Bank Transfer,Online,East-David
1048,10/20/2023,Alice,South,9688.52,6,Electronics,3717.3,3717.3,New,0.03,Bank Transfer,Retail,South-Alice
1039,3/16/2023,Eve,North,6076.01,35,Furniture,2735.74,2735.74,New,0.1,Credit Card,Retail,North-Eve
1093,11/22/2023,Charlie,North,862.1,22,Furniture,3285.25,3285.25,New,0.13,Bank Transfer,Online,North-Charlie
1042,5/26/2023,Bob,East,848.28,1,Electronics,1406.24,1406.24,New,0.08,Credit Card,Retail,East-Bob
1026,5/8/2023,Charlie,West,9519.09,20,Clothing,2985.63,2985.63,New,0.17,Credit Card,Retail,West-Charlie
1099,12/7/2023,Bob,East,3043.18,22,Furniture,2471.67,2471.67,Returning,0.02,Bank Transfer,Retail,East-Bob
1050,2/11/2023,Charlie,West,1011.46,48,Furniture,710.06,710.06,Returning,0.04,Bank Transfer,Online,West-Charlie
1025,12/22/2023,Bob,South,6030.54,11,Food,1250.59,1250.59,Returning,0.21,Bank Transfer,Retail,South-Bob
1024,2/10/2023,David,East,6274.12,13,Clothing,1493.88,1493.88,New,0.04,Cash,Retail,East-David
1013,2/3/2023,Bob,North,6520.2,42,Clothing,4625.33,4625.33,New,0.19,Credit Card,Online,North-Bob
1060,1/17/2023,Bob,South,2747.28,3,Electronics,1190.41,1190.41,New,0.02,Credit Card,Retail,South-Bob
1007,6/14/2023,Alice,North,249.6,9,Clothing,1481.76,1481.76,Returning,0.12,Credit Card,Retail,North-Alice
1057,6/2/2023,Bob,South,9653.65,12,Electronics,1878.3,1878.3,New,0.05,Bank Transfer,Retail,South-Bob
1036,3/17/2023,Alice,East,2583.84,23,Food,3335.53,3335.53,New,0.03,Bank Transfer,Retail,East-Alice
1045,3/28/2023,Eve,West,6792.66,14,Clothing,635.28,635.28,Returning,0.17,Bank Transfer,Retail,West-Eve
1020,4/27/2023,Alice,South,7095.64,33,Furniture,4772.03,4772.03,Returning,0.28,Bank Transfer,Online,South-Alice
1065,12/28/2023,David,West,6139.07,18,Food,4334.58,4334.58,New,0.02,Bank Transfer,Retail,West-David
1008,12/8/2023,Alice,South,3197.78,49,Electronics,2907.22,2907.22,New,0.13,Cash,Online,South-Alice
1016,1/27/2023,Eve,North,2783.85,41,Food,3386.49,3386.49,New,0.21,Bank Transfer,Retail,North-Eve
1014,11/9/2023,David,North,6016.92,9,Electronics,132.47,132.47,New,0.14,Credit Card,Online,North-David
1076,10/14/2023,Charlie,South,8674.35,23,Food,1727.78,1727.78,Returning,0.24,Bank Transfer,Online,South-Charlie
1087,5/14/2023,Charlie,West,9472.66,10,Electronics,3988.52,3988.52,New,0.05,Credit Card,Online,West-Charlie
1015,8/7/2023,Alice,East,1148.47,19,Clothing,433.54,433.54,New,0.29,Bank Transfer,Retail,East-Alice
1092,6/17/2023,Alice,East,1632.8,47,Furniture,1447.45,1447.45,Returning,0.12,Bank Transfer,Retail,East-Alice
1098,4/8/2023,Eve,North,9452.89,5,Electronics,2947.22,2947.22,New,0.1,Credit Card,Retail,North-Eve
1066,9/25/2023,Eve,East,7391.7,47,Food,1319.24,1319.24,New,0.26,Credit Card,Retail,East-Eve
1032,8/25/2023,Bob,North,8841.64,23,Electronics,4673.19,4673.19,Returning,0.17,Credit Card,Retail,North-Bob
1087,11/5/2023,Eve,East,2106.06,30,Electronics,698.74,698.74,Returning,0.15,Credit Card,Online,East-Eve
1063,6/22/2023,Bob,South,5917.1,25,Electronics,3997.1,3997.1,New,0.22,Cash,Online,South-Bob
1086,7/9/2023,David,North,7041.28,28,Food,2564.35,2564.35,Returning,0.17,Credit Card,Online,North-David
1051,5/2/2023,Alice,North,6833.11,34,Furniture,3764.14,3764.14,Returning,0.05,Bank Transfer,Retail,North-Alice
1025,2/15/2023,David,South,4140.7,45,Clothing,1588.04,1588.04,New,0.2,Bank Transfer,Retail,South-David
1058,3/5/2023,Eve,North,252.41,48,Furniture,2596.72,2596.72,Returning,0.04,Cash,Online,North-Eve
1063,5/10/2023,David,East,5870.97,47,Electronics,4291.33,4291.33,New,0.24,Credit Card,Retail,East-David
1062,11/6/2023,David,East,2605.71,25,Food,2361.05,2361.05,New,0.3,Bank Transfer,Retail,East-David
1022,12/29/2023,David,North,4557.52,10,Furniture,1830.61,1830.61,New,0.11,Cash,Online,North-David
1058,7/12/2023,Eve,East,9580.05,14,Electronics,2703.97,2703.97,New,0.13,Bank Transfer,Online,East-Eve
1058,11/3/2023,David,West,4050.45,42,Clothing,3600.95,3600.95,Returning,0.01,Cash,Retail,West-David
1086,6/30/2023,Bob,North,8414.04,46,Clothing,2245.64,2245.64,New,0,Cash,Retail,North-Bob
1049,10/19/2023,Eve,South,1966.55,30,Clothing,4697.44,4697.44,New,0.28,Credit Card,Online,South-Eve
1052,10/9/2023,David,West,6757.36,41,Electronics,1509.98,1509.98,New,0.04,Cash,Retail,West-David
1042,1/29/2023,Eve,North,9772.37,25,Food,2403.54,2403.54,New,0.13,Bank Transfer,Online,North-Eve
1070,5/29/2023,Charlie,South,1108.74,14,Furniture,3796.79,3796.79,Returning,0.24,Bank Transfer,Online,South-Charlie
1015,9/24/2023,Bob,East,182.37,35,Clothing,3461.15,3461.15,Returning,0.27,Credit Card,Online,East-Bob
1054,10/23/2023,David,South,4392.47,48,Electronics,4325.02,4325.02,Returning,0.16,Credit Card,Retail,South-David
1060,1/11/2023,Charlie,West,1016.99,34,Electronics,4984.21,4984.21,New,0.17,Cash,Online,West-Charlie
1097,6/13/2023,Charlie,East,7509.01,10,Furniture,2162.95,2162.95,Returning,0.2,Credit Card,Online,East-Charlie
1008,4/23/2023,Eve,North,9154.03,35,Clothing,600.2,600.2,Returning,0.29,Bank Transfer,Retail,North-Eve
1053,7/6/2023,Charlie,East,4396.81,11,Electronics,200.56,200.56,New,0.18,Bank Transfer,Online,East-Charlie
1060,10/22/2023,Bob,North,2661.25,11,Furniture,3648.04,3648.04,Returning,0.17,Credit Card,Retail,North-Bob
1005,8/20/2023,Bob,North,4400.59,21,Food,4376.37,4376.37,New,0,Credit Card,Retail,North-Bob
1068,8/15/2023,Alice,South,7262.13,21,Food,1142.53,1142.53,Returning,0.02,Credit Card,Retail,South-Alice
1006,11/6/2023,Bob,South,189.64,22,Food,834.32,834.32,Returning,0.17,Cash,Online,South-Bob
1096,4/8/2023,Charlie,South,5935.59,45,Clothing,357.92,357.92,Returning,0.28,Cash,Online,South-Charlie
1094,2/24/2023,Bob,West,6171.59,7,Furniture,4122.38,4122.38,Returning,0.26,Bank Transfer,Retail,West-Bob
1047,4/21/2023,Eve,West,6413.11,17,Furniture,1591.34,1591.34,New,0.29,Cash,Retail,West-Eve
1099,6/1/2023,Alice,South,2496.02,2,Electronics,2038.4,2038.4,New,0.16,Cash,Retail,South-Alice
1055,9/3/2023,Charlie,West,7169.12,12,Electronics,2538.61,2538.61,Returning,0.24,Cash,Online,West-Charlie
1040,3/10/2023,Alice,East,1004.78,42,Electronics,4205.29,4205.29,New,0.25,Cash,Retail,East-Alice
